用户ID,认证间隔时间,银行卡数量,储蓄卡比例,信用卡比例,性别,年龄,订单总额,均值,标准差,预留不同电话数量,贷款次数,数据来源标识,审核标识
A577360170447835400,221.0,2,0.5,0.5,0.0,0,18133.71,342.145471,788.116572,2.0,7,1,1.0
A575830613634846984,284.0,2,0.5,0.5,0.0,0,18540.98,2060.10888,2623.77325,2.0,0,1,1.0
A575134024926793992,228.0,3,0.5,0.5,0.0,0,99.8,49.9,0.0,2.0,0,1,1.0
A583900758240399368,70.0,1,1.0,0.0,0.0,0,100.9,50.45,21.8495995,1.0,0,1,1.0
A575292942265094152,395.0,3,0.33333333,0.66666666,0.0,0,22750.28,541.673333,1342.38983,3.0,10,1,1.0
A2016061110000388469,120.0,1,1.0,0.0,0.0,0,21707.4,1085.37,1031.3931,2.0,0,1,1.0
A580466271234035976,544.0,4,0.33333333,0.66666666,1.0,22,83778.4,2094.46,2427.75197,5.0,15,1,1.0
A2016042210000236512,-40.0,1,0.0,1.0,1.0,37,34870.0,601.206896,1342.01694,4.0,17,1,1.0
A596129251267186952,305.0,2,1.0,0.0,1.0,27,4838.8,537.644444,1182.79727,3.0,0,1,1.0
A576001764508045576,299.0,1,1.0,0.0,0.0,0,1361.7,272.34,478.94892,1.0,0,1,1.0
A2016060211000358370,21.0,7,0.57142857,0.42857142,1.0,25,6690.9,514.684615,1409.71196,2.0,5,1,1.0
A2016040509000194444,-202.0,2,0.5,0.5,0.0,0,998.0,499.0,0.0,1.0,0,1,1.0
A575905344119640072,276.0,3,0.33333333,0.66666666,1.0,27,17414.5,829.261904,1178.87717,1.0,36,1,1.0
A595239600474034184,98.0,1,1.0,0.0,0.0,21,14095.6,151.565591,186.44474,1.0,1,1,1.0
A2016042815000251730,27.0,1,0.5,0.5,0.0,0,6974.6,268.253846,452.679279,3.0,22,1,1.0
A574728393057112328,525.0,3,0.66666666,0.33333333,0.0,29,8561.85,389.175,907.13807,2.0,3,1,1.0
A558391945785774088,198.0,3,0.33333333,0.66666666,0.0,0,35664.0,1621.0909,2169.02053,1.0,4,1,1.0
A526978396748517640,64.0,1,1.0,0.0,0.0,22,1337.68,74.3155555,46.341572,2.0,0,1,1.0
A607242835812421896,112.0,1,1.0,0.0,0.0,0,457.7,114.425,209.05,1.0,0,1,1.0
A575308677272047624,315.0,2,1.0,0.0,0.0,0,7721.9,167.867391,244.714774,3.0,0,1,1.0
A613791248800550920,759.0,6,0.42857142,0.57142857,0.0,28,58439.8,330.168361,1033.1516,6.0,0,1,1.0
A564414238106325000,-64.0,6,0.33333333,0.66666666,0.0,0,26458.6,1469.92222,1643.1576,1.0,0,1,1.0
A545011037829599496,-135.0,1,1.0,0.0,1.0,26,12431.25,565.056818,1083.87441,2.0,7,1,1.0
A524482635662102536,-201.0,1,1.0,0.0,0.0,0,6644.0,3322.0,3346.02928,2.0,0,1,1.0
A587731023094092040,57.0,1,1.0,0.0,0.0,0,8187.0,4093.5,2396.38488,1.0,0,1,1.0
A603760053064830984,405.0,1,1.0,0.0,1.0,0,25492.1,322.68481,884.40285,3.0,0,1,1.0
A522433450704113672,592.0,5,0.25,0.75,1.0,28,42234.5,357.919491,1132.07291,8.0,84,1,1.0
A576903318685618440,184.0,1,1.0,0.0,0.0,0,1996.0,221.777777,355.168191,2.0,1,1,1.0
A605451671543222280,68.0,1,1.0,0.0,0.0,0,7728.9,772.89,1166.43767,4.0,0,1,1.0
A601468945769173000,848.0,2,0.66666666,0.33333333,1.0,29,13075.33,186.790428,156.744253,4.0,0,1,1.0
A574098650062393608,261.0,5,0.5,0.5,1.0,29,25721.8,1837.27142,2114.74222,5.0,3,1,1.0
A613802415799406856,-64.0,7,0.36363636,0.63636363,1.0,35,18910.46,590.951875,1262.23418,5.0,0,1,1.0
A588942563910619400,141.0,3,0.66666666,0.33333333,1.0,24,7061.0,213.969697,789.931368,3.0,0,1,1.0
A600791259405095176,-103.0,4,0.75,0.25,0.0,0,6301.53,153.695853,316.574535,3.0,17,1,1.0
A574854505577845000,62.0,1,1.0,0.0,0.0,0,8887.0,4443.5,2184.25284,1.0,0,1,1.0
A576702749660418056,-147.0,4,0.6,0.4,0.0,29,6192.87,99.885,91.0461427,3.0,55,1,1.0
A564456016343732488,316.0,1,1.0,0.0,1.0,30,1078.9,77.0642857,32.5131123,2.0,0,1,1.0
A610817228954145032,55.0,1,1.0,0.0,0.0,20,10590.81,962.800909,2005.24312,1.0,0,1,1.0
A579490037725401096,-198.0,2,0.5,0.5,0.0,0,3286.0,547.666666,536.844359,2.0,0,1,1.0
A565891726519046408,331.0,2,0.5,0.5,1.0,30,8577.7,225.728947,148.42485,1.0,0,1,1.0
A588249057697206536,227.0,1,1.0,0.0,0.0,0,12875.0,6437.5,3307.13841,2.0,0,1,1.0
A584769764065284104,582.0,3,0.75,0.25,1.0,31,17074.62,310.447636,435.472493,2.0,0,1,1.0
A576222812633567240,274.0,1,1.0,0.0,0.0,0,325.9,81.475,77.8530827,1.0,0,1,1.0
A599796633261052168,105.0,2,0.5,0.5,0.0,0,16513.99,971.411176,2142.02321,1.0,0,1,1.0
A612908044442931464,1.0,1,1.0,0.0,0.0,0,19887.46,397.7492,1199.11036,2.0,0,1,1.0
A616509116243775496,240.0,2,0.5,0.5,0.0,0,8505.0,850.5,1244.07281,3.0,2,1,1.0
A564534065261187080,-40.0,1,1.0,0.0,0.0,0,1305.0,652.5,782.767206,2.0,0,1,1.0
A507980626687692808,424.0,3,0.75,0.25,0.0,0,13651.7,1365.17,1639.57858,4.0,0,1,1.0
A616733547847225608,414.0,1,1.0,0.0,0.0,21,67726.78,604.703392,1321.11416,5.0,1,1,1.0
A529494569381794056,104.0,1,0.5,0.5,0.0,0,797.0,265.666666,70.2376916,1.0,0,1,1.0
A613352398898860040,94.0,1,1.0,0.0,0.0,28,17353.0,1446.08333,1717.93737,1.0,0,1,1.0
A2016051317000299731,-317.0,1,1.0,0.0,0.0,0,10537.0,5268.5,1795.34411,1.0,1,1,1.0
A2016052719000342310,-32.0,1,1.0,0.0,1.0,24,11675.0,3891.66666,1446.90716,1.0,3,1,1.0
A608608128765792264,-51.0,1,1.0,0.0,0.0,0,26156.8,1006.03076,2549.78693,1.0,0,1,1.0
A2016072110000515869,46.0,1,1.0,0.0,0.0,0,617.0,308.5,126.572113,1.0,0,1,1.0
A575231201304907784,-110.0,3,0.66666666,0.33333333,0.0,0,30524.7,1220.988,1329.29276,3.0,1,1,1.0
A567492646260445448,62.0,1,1.0,0.0,0.0,0,86.9,43.45,47.446865,1.0,0,1,1.0
A575160302383927304,196.0,2,1.0,0.0,0.0,0,20463.14,249.550487,413.538277,4.0,0,1,1.0
A614224815942799624,209.0,2,1.0,0.0,0.0,0,14143.4,2020.48571,3135.3311,2.0,0,1,1.0
A529010666925723912,23.0,4,0.2,0.8,0.0,24,23391.1,158.047973,420.334368,5.0,0,1,1.0
A581661107580571912,688.0,3,0.4,0.6,0.0,30,61255.95,447.123722,1142.80328,4.0,12,1,1.0
A575452538090819848,427.0,6,0.22222222,0.77777777,0.0,0,56025.06,311.250333,865.014441,2.0,0,1,1.0
A546271872665260296,-147.0,3,0.5,0.5,1.0,48,33311.2,900.302702,1493.2348,4.0,0,1,1.0
A579696816593834248,-100.0,2,0.5,0.5,0.0,0,236.9,78.9666666,59.050007,1.0,1,1,1.0
A2016082809000663611,-349.0,2,0.5,0.5,1.0,33,47699.38,794.989666,1223.37673,4.0,47,1,1.0
A2016071019000482418,42.0,1,1.0,0.0,0.0,0,12474.0,3118.5,1211.40703,1.0,9,1,1.0
A2016052212000325812,2.0,3,0.66666666,0.33333333,0.0,0,4501.8,321.557142,854.91908,1.0,0,1,1.0
A536413090716061960,104.0,4,0.25,0.75,0.0,30,744.28,67.6618181,73.4010438,3.0,0,1,1.0
A2016052316000329700,-313.0,2,0.5,0.5,0.0,0,33895.0,4842.14285,272.066431,1.0,0,1,1.0
A558364872039993608,345.0,3,1.0,0.0,1.0,22,13653.7,231.418644,531.881295,5.0,0,1,1.0
A581713704068845576,288.0,2,0.33333333,0.66666666,0.0,0,13047.5,543.645833,461.631565,1.0,0,1,1.0
A2016071805000506060,-100.0,1,1.0,0.0,1.0,28,255.0,85.0,81.9023809,1.0,3,1,1.0
A563003912882229256,-8.0,3,0.66666666,0.33333333,0.0,0,279.0,139.5,65.7609306,1.0,0,1,1.0
A545659545385439240,155.0,1,1.0,0.0,0.0,0,2.0,1.0,0.0,1.0,0,1,1.0
A595452443576242184,201.0,1,1.0,0.0,0.0,0,10530.7,877.558333,1747.4528,3.0,0,1,1.0
A2016062417000429252,-32.0,4,0.4,0.6,1.0,30,814.4,116.342857,73.6429869,1.0,0,1,1.0
A596048671196319752,-62.0,1,1.0,0.0,0.0,0,911.0,182.2,82.5148471,1.0,0,1,1.0
A2016032809000174308,8.0,3,0.25,0.75,0.0,0,9547.0,4773.5,161.927452,1.0,4,1,1.0
A519482651363512328,139.0,2,0.5,0.5,0.0,0,227.0,113.5,62.9325035,2.0,3,1,1.0
A572829668202254344,135.0,2,1.0,0.0,0.0,0,199.7,99.85,0.07071067,2.0,0,1,1.0
A566384325017210888,-120.0,6,0.44444444,0.55555555,1.0,0,75957.89,204.187876,581.15814,37.0,21,1,1.0
A595497358658113544,133.0,1,0.5,0.5,1.0,23,885.0,177.0,184.025813,4.0,0,1,1.0
A575193229280940040,92.0,1,1.0,0.0,0.0,0,5384.7,103.551923,168.057676,1.0,0,1,1.0
A561541948586856456,602.0,1,1.0,0.0,1.0,37,333.54,111.18,63.0543987,2.0,0,1,1.0
A601257882377261320,445.0,1,1.0,0.0,1.0,29,1198.0,599.0,0.0,1.0,0,1,1.0
A575778695818514696,284.0,4,0.5,0.5,0.0,31,16136.72,504.2725,620.91064,3.0,25,1,1.0
A518222743343206664,38.0,3,0.5,0.5,0.0,25,7677.47,590.574615,1223.55073,4.0,0,1,1.0
A569913003818881288,74.0,2,0.5,0.5,1.0,37,564.0,56.4,24.5170688,3.0,5,1,1.0
A2016062516000432034,-196.0,3,0.33333333,0.66666666,0.0,0,6738.7,217.377419,376.460933,2.0,44,1,1.0
A576693268444614664,-152.0,6,0.28571428,0.71428571,0.0,28,19383.96,188.193786,498.581987,6.0,43,1,1.0
A2016071808000506130,356.0,7,0.5,0.5,0.0,0,6977.88,85.0960975,139.299218,10.0,0,1,1.0
A547655707705479432,273.0,3,0.28571428,0.71428571,1.0,47,17652.24,252.174857,648.968362,11.0,3,1,1.0
A604844322365378568,447.0,1,1.0,0.0,0.0,0,29149.9,1079.62592,1685.25008,6.0,8,1,1.0
A2016072211000519046,5.0,2,0.5,0.5,0.0,0,149.7,74.85,35.2846283,1.0,0,1,1.0
A588362675126276360,-122.0,2,1.0,0.0,0.0,0,14375.18,281.866274,560.631628,9.0,0,1,1.0
A575814642580852744,257.0,3,0.66666666,0.33333333,0.0,35,20584.2,857.675,1160.0125,3.0,12,1,1.0
A540605447787254024,-62.0,2,0.5,0.5,0.0,0,4674.17,76.6257377,144.323086,6.0,0,1,1.0
A599512650954576136,5.0,1,1.0,0.0,1.0,37,267.0,89.0,17.320508,1.0,0,1,1.0
A2016041921000229709,6.0,2,1.0,0.0,1.0,25,68.8,34.4,6.50538238,1.0,0,1,1.0
A581129580572578056,106.0,1,1.0,0.0,1.0,29,310.3,62.06,66.6624182,2.0,0,1,1.0
A567321027378417672,306.0,1,0.5,0.5,1.0,25,5260.0,328.75,900.357891,4.0,6,1,1.0
A582247316652560648,-94.0,3,0.75,0.25,0.0,0,7024.02,501.715714,946.955687,1.0,0,1,1.0
A598543991704654088,329.0,4,0.75,0.25,1.0,37,9936.29,155.254531,463.118321,10.0,8,1,1.0
A567085465904091144,22.0,1,1.0,0.0,0.0,0,15971.4,2661.9,5519.4037,1.0,0,1,1.0
A611265135884898312,337.0,2,1.0,0.0,0.0,0,902.4,180.48,145.604522,1.0,0,1,1.0
A612865644240572424,-102.0,4,0.25,0.75,0.0,0,22215.2,2776.9,3675.45374,2.0,0,1,1.0
A454709974057095432,244.0,3,0.66666666,0.33333333,1.0,26,15204.6,1520.46,2628.38464,2.0,6,1,1.0
A593534717651849480,68.0,1,1.0,0.0,0.0,0,213.7,71.2333333,84.5827602,1.0,0,1,1.0
A597589580295704584,117.0,1,1.0,0.0,0.0,0,33.4,16.7,3.95979797,1.0,0,1,1.0
A575311819518775560,255.0,2,1.0,0.0,0.0,0,581.8,41.5571428,42.7595012,1.0,0,1,1.0
A515608881150300168,97.0,3,0.33333333,0.66666666,1.0,33,5571.95,557.195,670.119691,3.0,0,1,1.0
A575178554929582088,-96.0,2,1.0,0.0,1.0,0,21684.24,570.637894,1014.89721,2.0,0,1,1.0
A614978705713795080,-51.0,5,0.57142857,0.42857142,0.0,0,3538.3,196.572222,193.995996,1.0,0,1,1.0
A590418701472239624,310.0,3,0.66666666,0.33333333,1.0,32,64053.68,928.314202,2261.41656,6.0,0,1,1.0
A585290232295854088,341.0,5,0.66666666,0.33333333,1.0,26,27343.19,225.976776,652.020193,4.0,33,1,1.0
A573814065705521160,-38.0,1,1.0,0.0,0.0,0,5920.0,657.777777,594.623363,4.0,0,1,1.0
A585422023082119432,452.0,2,0.5,0.5,1.0,26,11279.37,122.601847,294.702057,9.0,0,1,1.0
A506435356325843208,-257.0,5,0.8,0.2,1.0,34,8578.18,306.363571,555.631693,4.0,12,1,1.0
A588113348407595272,-125.0,2,1.0,0.0,1.0,19,2273.0,174.846153,186.674335,1.0,0,1,1.0
A606450575499858184,166.0,1,1.0,0.0,1.0,27,4102.49,146.5175,172.818475,3.0,3,1,1.0
A532387036674396424,350.0,5,0.4,0.6,1.0,31,16252.68,154.787428,425.163146,15.0,0,1,1.0
A583645108356780296,256.0,1,1.0,0.0,0.0,0,98.7,32.9,14.7309198,1.0,0,1,1.0
A461649647199326472,180.0,2,0.33333333,0.66666666,0.0,0,8576.0,4288.0,707.106781,1.0,0,1,1.0
A575165520366538760,183.0,2,0.5,0.5,1.0,29,43.1,21.55,7.28319984,1.0,0,1,1.0
A587496990124806152,1089.0,2,0.66666666,0.33333333,0.0,28,561.0,187.0,142.894191,1.0,0,1,1.0
A555056195019214856,151.0,4,0.25,0.75,0.0,0,13728.0,2288.0,2591.46313,1.0,1,1,1.0
A601422101148078344,332.0,2,1.0,0.0,0.0,22,10235.97,852.9975,1139.21621,3.0,0,1,1.0
A2016062419000429726,-344.0,6,0.33333333,0.66666666,0.0,31,15048.28,181.304578,512.625599,6.0,39,1,1.0
A466853705124155400,131.0,10,0.05555555,0.94444444,1.0,47,219331.85,2261.15309,4449.69264,7.0,41,1,1.0
A616039276265607176,140.0,5,0.33333333,0.66666666,0.0,0,23587.6,1179.38,1864.85679,1.0,0,1,1.0
A580112853726400776,525.0,3,0.75,0.25,0.0,0,6239.95,3119.975,4341.67099,2.0,0,1,1.0
A575832481308086280,-146.0,2,0.5,0.5,0.0,0,406.0,203.0,132.936074,1.0,0,1,1.0
A563025092104163592,138.0,3,0.66666666,0.33333333,0.0,0,10824.68,1202.74222,2133.9342,1.0,7,1,1.0
A616527537324953608,-136.0,3,0.33333333,0.66666666,0.0,0,79.8,19.95,8.13231414,1.0,0,1,1.0
A2016082708000653646,-358.0,3,0.4,0.6,1.0,28,2545.76,87.7848275,125.978979,12.0,0,1,1.0
A574562726873927944,0.0,1,1.0,0.0,0.0,0,483.0,96.6,106.029712,2.0,0,1,1.0
A581082358808055816,-124.0,2,0.5,0.5,0.0,0,9412.98,1176.6225,736.77255,2.0,4,1,1.0
A567317024485675016,460.0,2,0.66666666,0.33333333,1.0,27,32116.14,300.150841,661.209642,10.0,47,1,1.0
A577405415210356744,-135.0,4,0.5,0.5,1.0,30,76217.1,1291.81525,1645.81427,4.0,9,1,1.0
A575035895762129160,1002.0,3,0.5,0.5,1.0,32,32568.99,313.163365,634.458644,7.0,15,1,1.0
A613761662876389640,249.0,1,1.0,0.0,1.0,22,2827.8,1413.9,1958.8272,2.0,2,1,1.0
A515009507617673480,-281.0,1,1.0,0.0,1.0,26,637.0,106.166666,56.2705843,2.0,0,1,1.0
A576500391068340232,215.0,1,0.0,1.0,0.0,0,409.0,136.333333,133.874319,1.0,0,1,1.0
A606295095855026184,142.0,1,1.0,0.0,0.0,0,2616.9,872.3,1408.45289,1.0,0,1,1.0
A446235852570366216,15.0,2,1.0,0.0,1.0,22,3254.89,271.240833,639.267547,3.0,0,1,1.0
A575391284408094984,283.0,2,1.0,0.0,0.0,0,9648.4,742.184615,1316.21721,1.0,5,1,1.0
A2016071814000507200,480.0,4,0.2,0.8,0.0,0,32201.5,631.40196,1127.52194,10.0,12,1,1.0
A557089348290351112,-9.0,1,1.0,0.0,1.0,27,2691.8,168.2375,127.933919,3.0,0,1,1.0
A447708592796078088,66.0,2,1.0,0.0,1.0,28,56595.23,1316.16814,1924.84436,2.0,20,1,1.0
A576793718896464136,197.0,1,1.0,0.0,0.0,0,30480.9,3386.76666,1641.96634,1.0,0,1,1.0
A532796359279906824,348.0,2,1.0,0.0,0.0,0,1451.4,145.14,179.679308,1.0,0,1,1.0
A610760701933260808,184.0,1,1.0,0.0,0.0,0,22074.0,1576.71428,1623.57437,3.0,0,1,1.0
A476539542053064968,597.0,6,0.41666666,0.58333333,1.0,0,48106.45,286.347916,780.233849,6.0,33,1,1.0
A607228731005604104,-59.0,1,0.5,0.5,0.0,0,3103.05,147.764285,179.499702,6.0,2,1,1.0
A2016041012000207782,-175.0,3,0.75,0.25,1.0,31,4976.0,2488.0,0.0,1.0,2,1,1.0
A575352712237945096,352.0,2,0.33333333,0.66666666,0.0,0,696.58,14.820851,8.567927,6.0,0,1,1.0
A2016052710000340803,-261.0,1,1.0,0.0,0.0,0,620.62,77.5775,50.5385798,1.0,3,1,1.0
A573146421042090248,519.0,3,0.75,0.25,1.0,28,18338.8,295.787096,723.332765,2.0,20,1,1.0
A508487714912342280,103.0,2,0.5,0.5,0.0,0,199.6,99.8,0.0,1.0,0,1,1.0
A577146053661298952,360.0,3,0.75,0.25,1.0,24,7348.96,918.62,1943.02123,2.0,0,1,1.0
A594029371451248904,90.0,2,1.0,0.0,0.0,41,10733.1,631.358823,1282.81391,4.0,0,1,1.0
A449006442372927496,0.0,1,1.0,0.0,0.0,0,71.0,35.5,4.94974746,1.0,0,1,1.0
A595000325421666312,-109.0,5,0.71428571,0.28571428,1.0,25,23949.14,357.44985,936.467965,4.0,0,1,1.0
A2016050622000280940,-26.0,1,1.0,0.0,0.0,0,10116.0,2529.0,2829.01631,1.0,2,1,1.0
A510012893048082440,42.0,1,1.0,0.0,0.0,0,1611.8,89.5444444,35.5801369,2.0,0,1,1.0
A565731665956048904,263.0,2,0.66666666,0.33333333,1.0,27,360.3,90.075,73.2733864,2.0,0,1,1.0
A598424627080859656,576.0,2,0.66666666,0.33333333,1.0,33,8165.8,1360.96666,2209.80218,1.0,0,1,1.0
A575212368141750536,-95.0,3,0.66666666,0.33333333,0.0,0,9152.69,435.842381,1034.60375,3.0,0,1,1.0
A584722258019225608,123.0,2,0.5,0.5,0.0,0,6551.0,211.32258,395.286088,2.0,0,1,1.0
A578758552475144456,69.0,1,1.0,0.0,0.0,21,7466.0,1244.33333,2917.78694,1.0,2,1,1.0
A576819055386693640,265.0,2,1.0,0.0,0.0,0,366.9,122.3,88.8513927,1.0,3,1,1.0
A604847690852864008,145.0,1,1.0,0.0,1.0,30,68.8,34.4,7.63675323,1.0,0,1,1.0
A575759260328136968,424.0,8,0.45454545,0.54545454,1.0,0,33539.27,190.564034,414.657209,9.0,36,1,1.0
A603670712292479240,-157.0,2,1.0,0.0,1.0,33,213.5,53.375,29.1730897,1.0,0,1,1.0
A530338984857964808,-27.0,3,1.0,0.0,0.0,0,7050.8,371.094736,453.677491,1.0,0,1,1.0
A2016051417000302256,-49.0,4,0.6,0.4,1.0,0,1450.0,145.0,76.5636989,1.0,9,1,1.0
A488133810127376648,110.0,2,0.5,0.5,1.0,45,941.0,313.666666,242.973935,1.0,0,1,1.0
A581357259607511304,229.0,2,0.5,0.5,0.0,0,4152.55,180.545652,191.393111,1.0,0,1,1.0
A584197656847323144,-195.0,2,0.66666666,0.33333333,1.0,26,495.1,99.02,79.1765874,2.0,0,1,1.0
A575145952520704264,44.0,2,1.0,0.0,0.0,0,586.85,117.37,110.101235,1.0,0,1,1.0
A575245971001184264,11.0,1,1.0,0.0,0.0,0,6198.6,619.86,356.123396,2.0,3,1,1.0
A589593508575186952,104.0,3,0.66666666,0.33333333,0.0,0,224.7,74.9,39.044974,1.0,0,1,1.0
A2016082214000632517,76.0,1,1.0,0.0,0.0,0,19496.78,526.94,1142.29277,1.0,0,1,1.0
A614266973454340104,2.0,2,1.0,0.0,0.0,0,4962.9,225.586363,206.787358,2.0,0,1,1.0
A601943474534617352,563.0,3,0.66666666,0.33333333,1.0,27,108590.6,1075.15445,6285.25575,8.0,0,1,1.0
A537327985573761288,-141.0,3,0.75,0.25,1.0,28,42130.03,547.143246,1089.46533,9.0,0,1,1.0
A609273981463171080,54.0,1,1.0,0.0,0.0,0,3047.5,1015.83333,750.266674,1.0,0,1,1.0
A571069784364421384,290.0,4,0.25,0.75,0.0,0,9554.0,636.933333,1054.03804,2.0,0,1,1.0
A591165763813904392,276.0,2,0.66666666,0.33333333,0.0,0,49189.24,1696.18069,2701.6276,2.0,0,1,1.0
A524056811565748488,-265.0,1,1.0,0.0,0.0,0,564.0,188.0,96.8142551,1.0,0,1,1.0
A604382654820782088,283.0,2,1.0,0.0,1.0,25,64050.8,1231.74615,1858.6721,7.0,0,1,1.0
A576568396255072264,139.0,4,0.0,1.0,1.0,29,24587.2,1639.14666,1658.20251,3.0,0,1,1.0
A2016052615000338566,-328.0,1,1.0,0.0,0.0,0,22881.59,847.466296,1910.24132,3.0,0,1,1.0
A2016052617000339051,-428.0,1,1.0,0.0,0.0,0,354.0,118.0,91.9836942,1.0,0,1,1.0
A612308968185794568,627.0,1,1.0,0.0,1.0,25,139.83,23.305,5.15107658,2.0,0,1,1.0
A2016062323000426618,-367.0,7,0.28571428,0.71428571,1.0,31,42614.4,434.840816,1037.62559,12.0,22,1,1.0
A599709138091511816,-156.0,3,0.2,0.8,0.0,0,18841.14,570.943636,1092.39735,4.0,0,1,1.0
A599885347211448328,396.0,6,0.66666666,0.33333333,0.0,0,7922.1,240.063636,652.045489,3.0,2,1,1.0
A600413942409334792,-101.0,3,0.66666666,0.33333333,0.0,0,2414.4,603.6,930.976175,1.0,0,1,1.0
A576476062276391176,230.0,4,0.6,0.4,0.0,0,9663.99,113.694,333.083034,3.0,16,1,1.0
A574766869454524680,232.0,3,1.0,0.0,1.0,40,4253.98,141.799333,133.034136,3.0,3,1,1.0
A533210942138224648,-228.0,4,0.2,0.8,0.0,30,66614.67,98.107025,64.6985613,2.0,0,1,1.0
A577933071328743688,149.0,2,0.5,0.5,0.0,0,927.6,231.9,437.406912,2.0,0,1,1.0
A601970983984697352,-61.0,1,1.0,0.0,0.0,0,1120.0,112.0,62.7995046,1.0,7,1,1.0
A446318714535546888,27.0,1,1.0,0.0,1.0,0,2020.0,673.333333,75.8309523,1.0,0,1,1.0
A541846150492196872,178.0,1,1.0,0.0,0.0,19,12707.98,4235.99333,3836.26009,1.0,0,1,1.0
A575202898007298312,-114.0,4,0.66666666,0.33333333,1.0,40,157212.2,276.782042,651.11661,3.0,828,1,1.0
A560729245848965384,546.0,2,1.0,0.0,0.0,0,11432.99,519.681363,881.024265,3.0,0,1,1.0
A545517711657013512,84.0,4,0.25,0.75,1.0,0,1136.3,71.01875,63.6494903,1.0,3,1,1.0
A534057547267575816,214.0,1,1.0,0.0,1.0,1,10998.6,785.614285,1718.10065,1.0,0,1,1.0
A577627054984400904,90.0,1,0.5,0.5,0.0,0,1049.0,524.5,36.0624458,1.0,0,1,1.0
A2016050217000266562,119.0,4,0.5,0.5,0.0,0,29214.1,663.956818,1385.37434,2.0,0,1,1.0
A594771924144361480,324.0,2,0.5,0.5,0.0,0,13658.0,6829.0,790.545381,1.0,0,1,1.0
A575279990396948488,534.0,3,0.66666666,0.33333333,0.0,0,45778.62,1634.95071,2380.35459,4.0,1,1,1.0
A2016070122000453388,94.0,3,0.66666666,0.33333333,1.0,24,2641.89,94.3532142,148.68865,3.0,5,1,1.0
A598329467374407944,154.0,1,1.0,0.0,0.0,27,7463.28,248.776,397.674082,3.0,0,1,1.0
A546211044880551944,162.0,1,1.0,0.0,0.0,0,2340.0,234.0,316.550505,2.0,0,1,1.0
A607673222111957256,299.0,1,1.0,0.0,0.0,23,179.9,89.95,84.9235244,1.0,0,1,1.0
A607224449879511304,88.0,1,1.0,0.0,1.0,29,1312.68,77.2164705,116.441662,2.0,0,1,1.0
A614469425176776712,-65.0,2,0.5,0.5,0.0,25,195.0,97.5,111.015764,2.0,0,1,1.0
A572315730955997192,547.0,4,0.5,0.5,0.0,0,6436.3,136.942553,117.420125,4.0,0,1,1.0
A2016042609000245666,551.0,5,0.33333333,0.66666666,0.0,0,17327.4,196.902272,410.719934,8.0,0,1,1.0
A584064016205221896,14.0,1,1.0,0.0,1.0,19,49.9,24.95,7.05692567,1.0,0,1,1.0
A2016050118000262905,235.0,2,0.33333333,0.66666666,0.0,0,8494.8,943.866666,1068.55323,1.0,1,1,1.0
A613024990966583560,-73.0,2,0.66666666,0.33333333,1.0,24,14962.08,498.736,1393.55612,2.0,2,1,1.0
A593220488566673672,-98.0,3,0.66666666,0.33333333,1.0,25,26698.2,317.835714,1019.29684,10.0,0,1,1.0
A592555804343668744,-136.0,5,0.42857142,0.57142857,1.0,21,6936.66,117.570508,101.050889,2.0,0,1,1.0
A2016043019000259360,188.0,1,1.0,0.0,1.0,30,1436.7,42.2558823,34.5161178,1.0,4,1,1.0
A571606124487249928,506.0,5,0.33333333,0.66666666,0.0,0,16285.13,339.273541,773.573235,3.0,0,1,1.0
A603386443062055176,548.0,7,0.125,0.875,1.0,33,12734.5,231.536363,311.064969,5.0,0,1,1.0
A610829867725885704,245.0,1,1.0,0.0,1.0,27,15442.57,296.9725,559.13939,5.0,6,1,1.0
A578630689855901704,286.0,2,1.0,0.0,0.0,0,3078.92,181.112941,178.968913,2.0,0,1,1.0
A597700017519595528,-124.0,2,1.0,0.0,0.0,0,1960.7,140.05,196.209271,2.0,0,1,1.0
A599099995781599496,-83.0,4,0.5,0.5,1.0,28,88.0,44.0,7.07106781,1.0,0,1,1.0
A602591669891633416,233.0,3,0.66666666,0.33333333,0.0,0,22029.3,881.172,1759.49577,3.0,5,1,1.0
A601884790391574536,43.0,2,0.5,0.5,1.0,23,12346.0,3086.5,678.429804,1.0,0,1,1.0
A613476394436923400,210.0,1,1.0,0.0,0.0,0,37.6,18.8,0.0,1.0,0,1,1.0
A587581668978594056,-65.0,6,0.5,0.5,0.0,0,1028.9,257.225,408.394567,1.0,0,1,1.0
A571553520860270856,35.0,5,0.5,0.5,0.0,5,1857.2,265.314285,152.769417,2.0,0,1,1.0
A605728055465349384,101.0,3,0.66666666,0.33333333,1.0,25,487.9,81.3166666,47.0340479,2.0,0,1,1.0
A608676889900355848,-148.0,2,1.0,0.0,1.0,35,19739.7,1161.15882,1938.18698,6.0,0,1,1.0
A576775442015457288,269.0,1,1.0,0.0,1.0,24,9676.5,537.583333,608.532346,2.0,0,1,1.0
A612216963728412680,752.0,2,0.5,0.5,1.0,0,32309.77,340.102842,804.291221,6.0,0,1,1.0
A575357983463051528,284.0,1,1.0,0.0,0.0,0,56200.53,419.40694,1364.11223,10.0,31,1,1.0
A2016062421000429925,-385.0,3,0.66666666,0.33333333,0.0,0,22202.96,925.123333,1335.5815,1.0,7,1,1.0
